,frequency
The,1
Beatles,1
Title,1
Let,6
It,2
Be,2
Lennon,1
Mccartney,1
Album,1
When,1
I,2
find,1
myself,1
in,4
times,1
of,9
trouble,1
Mother,2
Mary,2
comes,2
to,3
me,4
Speaking,3
words,5
wisdom,5
let,14
it,18
be,23
And,3
my,1
hour,1
darkness,1
She,1
is,4
standing,1
right,1
front,1
Whisper,2
when,2
the,4
broken,1
hearted,1
people,1
Living,1
world,1
agree,1
There,5
will,5
an,4
answer,4
For,1
though,1
they,2
may,1
parted,1
there,1
Still,1
a,2
chance,1
that,2
see,1
Yeah,1
night,1
cloudy,1
still,1
light,1
shines,1
on,2
Shine,1
until,1
tomorrow,1
wake,1
up,1
sound,1
music,1
