,frequency
Instructions,1
for,1
Choosing,1
the,7
Post,1
Session,1
Personality,1
Name,1
Listen,2
It,1
is,1
almost,1
time,1
to,8
return,4
Make,1
selection,1
of,4
your,2
future,1
personality,1
according,1
best,1
teaching,1
well,1
The,1
signs,1
and,2
characteristics,1
level,2
existence,2
come,1
Will,1
appear,1
you,7
in,3
premonitory,1
visions,2
Recognize,1
them,1
When,1
find,1
that,1
have,1
reality,1
Try,1
follow,4
pleasant,1
delightful,1
Avoid,1
dark,2
unpleasant,1
ones,1
If,3
panic,1
a,2
fearful,1
state,4
will,4
strive,1
escape,1
gloomy,1
scenes,1
an,1
unhappy,1
radiance,1
happy,1
Your,1
mental,1
now,1
affect,1
subsequent,1
being,1
Whatever,1
choose,1
Choose,1
impartially,1
Without,1
attraction,1
or,1
repulsion,1
Enter,1
into,1
game,1
with,1
good,1
grace,1
Voluntarily,1
freely,1
Remain,1
calm,1
Remember,1
teachings,1
