,frequency
Correcting,1
Each,1
Other,1
On,1
the,3
second,1
call,1
it,1
seemed,1
clear,1
enough,1
that,1
a,2
presence,1
hung,1
over,1
us,1
heavy,1
memory,1
and,1
we,1
began,1
to,2
correct,1
each,1
other,1
You,2
spoke,1
of,2
stacks,1
poetry,1
40,1
000,1
pages,1
strong,2
nd,1
I,3
know,1
just,1
how,1
Prolific,1
said,1
Committed,1
you,2
countered,1
Understood,2
my,2
friend,2
Later,1
on,1
were,1
recalling,1
one,1
incident,1
or,1
another,1
called,1
me,1
forgiving,1
Accepting,1
reminded,1
again,1
It,1
took,1
charts,1
bring,1
out,1
rest,1
