,frequency
urlLink,1
Quit,1
book,1
Staying,1
a,4
non,2
smoker,2
checklist,1
Im,1
now,1
The,2
worst,1
is,2
over,1
I,5
will,2
find,2
new,2
ways,3
to,6
deal,1
with,2
stress,1
and,5
difficult,1
emotions,1
Ill,5
remember,1
4Ds,1
Delay,1
Deep,1
breathe,1
Drink,1
water,1
Do,1
something,1
else,1
relax,1
such,1
as,1
massage,1
deep,1
breathing,1
relaxing,1
my,2
mind,1
body,1
changing,1
routine,1
prepare,1
myself,3
carefully,1
before,2
return,1
risky,1
places,1
events,1
cope,2
unexpected,1
difficulties,1
by,1
taking,1
some,1
time,1
think,1
react,1
reminding,1
of,1
other,1
take,1
action,1
if,2
weight,1
gain,1
really,1
problem,1
be,1
kind,1
put,1
on,1
kilo,1
or,1
two,1
