,frequency
Current,1
Phase,1
Full,5
Moon,9
in,4
Cancer,3
Saturday,1
5,1
49,1
AM,1
EST,1
27,1
until,1
Tuesday,1
The,2
is,2
the,13
time,2
when,1
reflects,1
greatest,1
amount,1
of,3
Sun,2
s,2
light,1
Earth,1
astronomically,1
poised,1
between,1
and,8
enabling,1
us,1
to,3
see,1
two,2
different,1
sides,1
ourselves,1
clearly,1
This,1
opening,1
increased,1
awareness,1
traditionally,1
makes,1
a,5
beneficial,1
for,1
meditation,1
on,2
personal,1
worldwide,1
issues,1
There,1
literally,1
an,2
electrical,1
energy,1
build,1
up,1
before,1
release,1
just,1
after,1
peak,1
At,1
seeds,1
sown,2
at,1
last,1
New,1
are,1
ready,1
be,1
harvested,1
used,1
we,2
reap,1
what,1
ve,1
Traits,1
Sensitive,1
little,1
timid,1
side,1
protective,1
extremely,1
receptive,1
ruled,1
by,1
strong,1
emotions,1
intuition,1
Cancers,1
can,1
change,1
moods,1
significant,1
way,2
or,1
three,1
times,1
any,1
day,1
Creativity,1
emotionalism,1
may,1
dominate,1
Should,1
mix,1
interesting,1
with,1
full,1
moon,1
Be,1
open,1
it,1
Sources,1
urlLink,2
ArtCharts,1
astrology,1
numerology,1
com,1
