,frequency
urlLink,1
American,1
Worker,1
Series,1
Since,1
1991,1
Dan,1
Collison,2
has,1
chronicled,1
stories,2
of,2
workers,2
throughout,1
the,6
United,1
States,1
From,1
serious,1
and,6
thought,1
provoking,1
to,2
whimsical,1
wry,1
in,1
short,1
vignettes,1
longer,1
more,1
complex,1
pieces,1
introduces,1
us,1
people,1
places,1
that,1
are,1
unique,1
yet,1
reflect,1
hopes,1
dreams,1
frustrations,1
difficulties,1
everywhere,1
Here,1
we,1
present,1
chronologically,1
beginning,1
with,1
most,1
recent,1
