,frequency
urlLink,1
Coincidences,1
Remarkable,1
or,3
Random,1
Skeptical,1
Inquirer,1
You,1
don,1
t,2
believe,1
in,5
telepathy,2
My,1
friend,1
a,3
sober,1
professional,1
looked,1
askance,1
Do,1
you,2
I,3
replied,1
Of,1
course,1
So,1
many,3
times,1
ve,2
been,1
out,1
for,2
the,11
evening,1
and,3
suddenly,1
became,1
worried,1
about,1
kids,1
Upon,1
calling,1
home,1
learned,1
one,1
is,3
sick,1
hurt,1
himself,1
having,1
nightmares,1
How,1
else,1
can,1
explain,1
it,3
Such,1
episodes,1
have,1
happened,1
to,11
us,1
all,3
s,1
common,1
hear,1
words,1
It,2
couldn,1
be,1
just,1
coincidence,2
Today,1
explanation,1
people,1
reach,1
involves,1
mental,1
psychic,1
stirrings,1
But,1
should,1
we,3
leap,1
so,1
readily,1
into,1
arms,1
of,5
mystic,1
realm,1
Could,1
such,1
events,5
result,1
from,1
after,1
There,1
are,1
two,1
features,1
coincidences,3
not,3
well,1
known,1
among,1
public,1
First,1
tend,2
overlook,1
powerful,1
reinforcement,1
both,1
waking,1
dreams,1
our,4
memories,2
Non,1
coincidental,1
do,1
register,1
with,3
nearly,1
same,1
intensity,1
Second,1
fail,2
realize,1
extent,1
which,1
highly,1
improbable,2
occur,2
daily,2
everyone,1
possible,2
estimate,1
probabilities,2
paired,1
that,1
lives,1
We,1
often,1
assign,1
lesser,1
probability,1
than,1
they,1
deserve,1
However,1
calculate,1
some,1
seemingly,1
precision,1
These,1
examples,1
provide,1
clues,1
as,1
how,1
expectations,1
agree,1
reality,1
