,frequency
urlLink,1
From,1
Embryo,1
To,1
Placenta,1
Gene,1
Transfer,1
In,1
Primates,1
A,1
Success,1
MADISON,1
By,1
successfully,1
inserting,1
a,4
gene,4
from,1
jellyfish,3
into,2
the,9
fertilized,2
eggs,1
of,6
rhesus,2
monkeys,1
scientists,1
have,1
managed,1
to,2
make,1
transgenic,1
placentas,2
where,2
inserted,1
functions,1
as,1
it,2
does,1
in,2
Writing,1
today,1
Sept,1
11,1
Proceedings,1
National,1
Academy,1
Sciences,1
Thaddeus,1
G,1
Golos,1
Wisconsin,2
Regional,1
Primate,1
Research,1
Center,1
at,1
University,1
Madison,1
described,1
successful,1
insertion,1
reporter,1
two,1
macaque,1
embryos,1
The,1
which,1
causes,1
cells,2
produce,1
robust,1
green,1
glow,1
likewise,1
conferred,1
this,1
activity,1
on,1
placental,1
was,1
found,1
