,frequency
urlLink,1
All,10
things,10
must,12
pass,10
by,1
George,1
Harrison,1
Sunrise,1
doesn,3
t,3
last,4
all,4
morning,2
A,2
cloudburst,1
day,2
Seems,1
my,3
love,2
is,3
up,2
and,2
has,1
left,1
you,1
with,1
no,1
warning,1
It,3
s,4
not,3
always,3
going,3
to,3
be,5
this,4
grey,3
away,6
Sunset,1
evening,1
mind,1
can,2
blow,1
those,1
clouds,1
After,1
leaving,1
None,1
of,1
life,1
strings,1
So,1
I,1
on,1
way,1
And,1
face,1
another,1
Now,1
the,4
darkness,1
only,1
stays,1
night,1
time,2
In,1
it,1
will,1
fade,1
Daylight,1
good,1
at,2
arriving,1
right,1
