,frequency
Manifesto,1
The,1
Mad,1
Farmer,1
Liberation,1
Front,1
excerpt,1
Ask,2
the,22
questions,1
that,8
have,3
no,1
answers,1
Invest,1
in,5
millennium,1
Plant,1
sequoias,1
Say,2
your,7
main,1
crop,1
is,3
forest,1
you,4
did,1
not,3
plant,1
will,2
live,1
to,8
harvest,1
leaves,1
are,2
harvested,1
when,1
they,1
rotted,1
into,1
mold,1
Call,1
profit,1
Prophesy,1
such,1
returns,1
Put,1
faith,1
two,1
inches,1
of,5
humus,1
build,1
under,1
trees,1
every,1
thousand,1
years,1
Listen,1
carrion,1
put,1
ear,1
close,1
and,2
hear,1
faint,1
chattering,1
songs,1
come,1
Expect,1
end,1
world,1
Laugh,1
Laughter,1
immeasurable,1
Be,2
joyful,1
though,1
considered,1
all,1
facts,1
So,1
long,1
as,3
women,2
do,1
go,2
cheap,1
for,1
power,1
please,1
more,2
than,2
men,1
yourself,1
Will,2
this,2
satisfy,1
a,4
woman,2
satisfied,1
bear,1
child,1
disturb,1
sleep,1
near,1
giving,1
birth,1
Go,1
with,1
love,1
fields,1
Lie,1
down,1
shade,1
Rest,1
head,1
her,1
lap,1
Swear,1
allegiance,1
what,1
highest,1
thoughts,1
As,1
soon,1
generals,1
politicos,1
can,1
predict,1
motions,1
mind,1
lose,1
it,2
Leave,1
sign,1
mark,1
false,1
trail,1
way,1
didn,1
t,1
like,1
fox,1
who,1
makes,1
tracks,1
necessary,1
some,1
wrong,1
direction,1
Practice,1
resurrection,1
Wendell,1
Berry,1
urlLink,1
web,1
version,1
from,1
panhala,1
