,frequency
urlLink,1
NASA,2
researcher,1
Rick,2
Briggs,2
has,8
written,1
In,2
ancient,1
India,2
the,28
intention,1
to,10
discover,1
truth,1
was,3
so,1
consuming,1
that,13
in,16
process,1
they,1
discovered,2
perhaps,1
most,4
perfect,3
tool,1
for,8
fulfilling,1
such,2
a,16
search,1
world,5
ever,1
known,1
Sanskrit,11
language,10
There,1
is,10
at,1
least,1
one,2
which,3
duration,1
of,15
almost,1
1000,1
years,3
living,1
spoken,3
with,5
considerable,1
literature,1
its,1
own,2
Besides,1
works,1
literary,1
value,1
there,1
long,1
philosophical,1
and,8
grammatical,1
tradition,1
continued,1
exist,1
undiminished,1
vigor,1
until,1
present,1
century,1
Among,1
accomplishments,1
grammarians,1
can,2
be,2
reckoned,1
method,1
paraphrasing,1
manner,1
identical,1
not,2
only,2
essence,1
but,1
form,2
current,1
work,2
Artificial,3
Intelligence,3
This,1
article,1
demonstrates,1
natural,1
serve,1
as,3
an,2
artificial,1
also,2
much,1
AI,1
been,2
reinventing,1
wheel,1
millennia,1
old,2
The,2
discovery,3
monumental,1
significance,1
It,2
mind,1
boggling,1
consider,1
we,1
have,2
available,1
us,1
4,1
7000,1
appears,1
every,1
respect,1
designed,1
enlightened,1
communication,2
But,1
stunning,1
aspect,1
this,2
advanced,1
research,1
center,1
cutting,1
edge,1
technology,1
s,2
oldest,1
spiritual,2
unambiguous,1
on,3
planet,1
Considering,1
status,1
further,1
implication,1
age,1
dichotomy,1
between,2
religion,1
science,1
entirely,1
unjustified,1
relevant,1
note,1
last,1
decade,1
physicists,1
begun,1
comment,1
striking,1
similarities,1
their,2
discoveries,2
made,1
thousands,1
ago,1
went,1
basis,1
Eastern,1
religions,1
Why,1
endured,1
Fundamentally,1
it,2
generates,1
clarity,2
inspiration,2
And,1
directly,1
responsible,1
brilliance,1
creative,1
expression,1
rarely,1
seen,1
Another,1
hope,1
return,1
lies,1
computers,2
are,1
fit,1
precision,1
play,1
computer,1
tools,1
will,2
awaken,1
capacity,1
human,1
beings,1
utilize,1
innate,1
higher,1
mental,1
faculty,1
momentum,1
would,1
inevitably,1
transform,1
fact,1
mere,1
learning,1
by,1
large,1
numbers,1
people,1
itself,1
represents,1
quantum,1
leap,1
consciousness,1
mention,1
rich,1
endowment,1
provide,1
arena,1
future,1
source,1
Knowledge,1
Representation,1
By,1
Magazine,1
6,1
1,1
32,1
39,1
1985,1
