,frequency
urlLink,1
Osho,2
Zen,2
Tarot,1
Card,1
Laziness,1
When,2
you,12
are,10
lazy,1
it,6
is,7
a,7
negative,1
taste,2
simply,4
feel,4
that,4
have,5
no,1
energy,4
dull,1
sleepy,2
dead,2
in,4
state,1
of,5
non,2
doing,2
then,1
full,2
very,2
positive,1
You,5
overflowing,1
radiant,1
bubbling,1
vibrating,1
not,4
perfectly,1
aware,1
tremendously,1
alive,1
There,1
possibility,1
the,8
mind,1
can,3
deceive,1
rationalize,1
laziness,1
as,2
It,1
say,1
I,2
become,1
master,1
or,1
believe,1
Tao,1
but,2
deceiving,2
anybody,1
else,1
will,1
be,3
only,1
yourself,1
So,1
alert,1
A,1
Sudden,1
Clash,1
Thunder,1
Chapter,1
8,1
Commentary,1
This,1
gentleman,1
clearly,1
thinks,3
he,5
s,4
got,1
made,1
He,3
sits,1
his,8
big,1
over,2
stuffed,1
chair,1
wearing,1
sunglasses,1
shaded,1
by,1
umbrella,1
with,1
pink,1
slippers,2
and,3
pia,2
colada,2
hand,1
doesn,1
t,3
to,6
get,1
up,1
do,1
anything,1
because,1
done,1
already,1
hasn,1
yet,2
turned,1
see,1
mirror,1
cracking,1
around,1
him,1
on,2
right,1
sure,1
sign,1
place,1
finally,1
arrived,1
at,1
about,1
shatter,1
dissolve,1
before,1
eyes,1
The,2
message,1
this,2
card,1
brings,1
poolside,1
resort,1
your,1
final,1
destination,1
journey,1
isn,1
white,1
bird,1
flying,1
into,1
vastness,1
sky,1
trying,1
show,1
Your,1
complacency,1
might,1
arisen,1
from,1
real,1
sense,1
achievement,1
now,1
time,1
move,1
No,1
matter,1
how,2
fuzzy,1
tasty,1
there,1
skies,2
upon,1
still,1
waiting,1
explored,1
