,frequency
Planetary,1
System,1
Similar,1
to,1
Ours,1
Is,1
Found,1
AP,1
Astronomers,1
say,1
they,1
have,1
found,1
a,5
Jupiter,1
like,2
body,1
circling,1
distant,1
star,2
in,1
planetary,1
system,2
ours,1
an,1
intriguing,1
discovery,1
that,1
raises,1
the,2
prospect,1
of,2
someday,1
finding,1
planet,1
resembling,1
Earth,2
Hugh,1
Jones,1
Liverpool,1
John,1
Moores,1
University,1
said,1
his,1
team,1
had,1
discovered,1
illuminated,1
by,1
dubbed,1
HD,1
70642,1
some,1
94,1
light,1
years,1
from,1
urlLink,1
More,1
