,frequency
urlLink,2
Richard,2
Garriott,2
Interview,1
Ultima,2
IX,1
Ascension,1
brings,1
back,2
the,11
concept,1
of,5
main,1
character,1
Avatar,1
having,1
his,1
behavior,1
bound,1
to,2
a,2
set,2
virtues,3
created,1
these,1
as,1
part,1
design,1
for,3
IV,1
in,1
1985,1
Of,1
game,4
and,2
he,5
said,1
It,1
was,2
an,1
extremely,1
personal,1
me,1
soul,1
searching,1
thinking,1
about,1
why,2
I,1
making,1
games,1
content,1
became,1
kingthe,1
story,1
etc,1
not,1
just,1
mechanics,1
So,1
did,3
feel,1
needed,1
create,1
Why,1
pick,1
ones,1
Read,1
on,1
