,frequency
urlLink,1
Wordsmyth,1
Open,2
Syllables,1
o,1
pen,1
Parts,1
of,3
speech,1
adjective,1
transitive,1
verb,2
intransitive,1
noun,1
Phrases,1
up,1
Part,1
Speech,1
Adjective,1
Definition1,1
allowing,1
entry,1
or,9
access,1
not,2
shut,1
enclosed,1
fastened,1
Definition2,1
unobstructed,1
clear,1
trees,1
structures,1
the,1
like,1
Definition3,1
that,1
may,1
be,1
attended,1
taken,1
part,1
in,1
by,1
all,1
public,1
Definition4,1
available,1
as,3
a,2
job,1
position,1
Definition5,1
behaving,1
without,1
secrecy,1
frank,1
candid,1
forthcoming,1
Definition6,1
yet,1
decided,1
on,1
concluded,1
Definition7,1
prepared,1
to,2
do,1
business,1
Definition,2
8,1
receptive,1
ideas,1
perceptions,1
9,1
spread,1
out,1
extended,1
flower,1
