,frequency
Current,1
Phase,1
First,1
Quarter,1
in,1
Libra,2
The,3
moon,1
phase,2
shifts,1
late,1
tonight,1
to,3
a,2
sign,1
of,2
harmony,1
first,1
quarter,1
energy,1
is,1
the,5
symbolic,1
leaves,1
lunar,1
cycle,1
You,2
will,2
feel,1
demand,1
for,1
action,1
are,1
growing,1
your,2
stem,1
support,1
plant,1
Carry,1
out,1
goals,1
seek,1
partnership,1
If,1
you,3
find,1
right,1
person,1
they,1
give,1
confidence,1
need,1
succeed,1
Libran,1
Traits,1
Compromising,1
appreciating,1
beauty,1
peaceful,1
sympathetic,1
and,1
graceful,1
Sources,1
Moonsurfing,1
Moon,1
Oracle,1
