,frequency
urlLink,1
What,2
makes,2
people,2
ticklish,8
Dear,2
Yahoo,1
Arden,2
Dallas,1
Texas,1
Being,1
is,8
a,9
complicated,1
trait,1
rooted,1
in,2
our,4
evolutionary,1
past,1
Two,1
searches,1
physiology,1
and,9
why,2
are,3
we,1
turned,1
up,1
number,1
of,8
articles,1
that,4
helped,1
us,2
understand,1
this,1
touchy,1
feely,1
human,2
feature,1
Scientists,1
suggest,1
being,3
defense,1
against,1
creepy,1
crawlies,1
like,1
spiders,1
bugs,1
physiological,1
response,2
alerting,1
to,6
specific,1
type,1
threat,1
That,1
vulnerable,1
parts,1
bodies,1
feet,1
chest,1
armpits,1
among,1
the,5
most,1
While,1
there,1
no,2
question,1
neurological,1
scientists,1
contend,1
it,2
also,1
learned,1
One,1
theory,1
sees,2
ticklishness,1
as,2
personality,1
based,1
perceived,1
attack,1
Antsy,1
folks,2
may,1
laugh,1
uncontrollably,1
at,2
lightest,1
touch,2
or,1
even,1
without,1
touched,1
all,1
while,2
made,1
sterner,1
stuff,1
won,1
t,1
budge,1
during,2
more,1
aggressive,1
tickle,3
attacks,1
If,2
you,5
close,1
your,1
eyes,1
try,2
remain,1
calm,1
tickled,1
can,1
decrease,1
panic,1
reduce,1
giggles,1
dull,1
sensation,1
And,1
matter,1
how,1
hard,1
nearly,1
impossible,1
yourself,1
Tickling,1
satisfies,1
need,1
Robert,1
R,1
Provine,2
professor,1
neuroscience,1
author,1
Quest,1
for,1
Laughter,1
form,1
communication,1
between,1
friends,1
family,1
lovers,2
playing,1
key,1
role,1
evolution,1
social,2
sexual,1
behavior,1
He,1
points,1
chimps,1
tickling,4
each,2
other,2
play,1
parents,1
little,1
kids,1
affectionately,1
think,1
component,1
not,1
important,1
says,1
Try,1
stranger,1
