,frequency
urlLink,1
Gather,3
the,12
Women,3
Beginning,1
week,1
of,9
March,1
3,1
8,1
2003,1
linked,1
globally,1
by,2
our,7
interactive,1
website,1
we,6
are,4
inviting,1
women,4
to,11
demonstrate,1
their,1
courage,1
risk,2
leaving,2
old,1
conformities,2
joining,1
with,2
millions,1
others,1
throughout,1
world,3
in,4
thousands,1
unique,1
events,1
celebrating,1
woman,2
s,2
true,1
worth,2
expressing,1
shared,1
concern,1
for,1
human,2
family,2
and,4
creating,2
supporting,1
actions,1
that,6
will,1
enable,1
humanity,2
live,1
together,1
a,6
based,1
on,2
life,4
affirming,1
values,2
is,5
evoking,1
at,1
profound,1
level,1
an,1
experience,1
own,1
As,1
bring,1
forward,1
We,2
touch,1
cycles,1
function,1
context,1
deeply,1
relational,1
This,1
realization,1
allowing,1
safety,1
comfortable,1
have,1
capacity,1
generate,1
creative,1
solutions,1
benefit,1
all,1
planet,1
rich,1
exchange,1
cultural,1
dissolve,1
ties,1
bind,1
us,1
illusion,1
one,1
segment,1
can,1
win,1
while,1
another,1
loses,1
Together,1
contributing,1
new,2
collective,1
wisdom,1
lending,1
strength,1
which,1
wish,1
embrace,1
From,1
this,1
emerging,1
balance,1
being,1
born,1
dimension,1
