,frequency
Now,6
is,11
the,9
Time,1
Hafiz,2
time,4
to,6
know,3
That,6
all,2
that,2
you,6
do,3
sacred,3
why,1
not,1
consider,1
A,1
lasting,1
truce,1
with,1
yourself,1
and,3
God,2
understand,1
your,2
ideas,1
of,1
right,1
wrong,1
Were,1
just,1
a,3
child,1
s,1
training,1
wheels,1
To,1
be,1
laid,1
aside,1
When,1
finally,1
live,1
With,1
veracity,1
And,2
love,1
divine,1
envoy,1
Whom,1
Beloved,1
Has,1
written,1
holy,1
message,1
upon,1
My,1
dear,1
please,1
tell,1
me,1
Why,1
still,1
Throw,1
sticks,1
at,1
heart,1
What,1
it,1
in,1
sweet,1
voice,1
inside,1
incites,1
fear,1
for,1
world,1
every,1
thought,1
action,1
This,1
For,1
compute,1
impossibility,1
there,1
anything,1
But,1
Grace,1
season,1
everything,1
Is,1
