,frequency
Bees,1
invade,1
the,31
internet,5
By,2
BBC,1
News,1
Online,1
reporter,1
Mark,1
Ward,1
Soon,1
software,3
that,12
acts,1
like,6
bees,4
or,5
ants,3
could,1
be,6
running,3
Researchers,1
at,3
University,1
of,10
California,1
are,12
claiming,1
we,1
need,1
radically,1
new,1
ways,1
to,19
run,2
net,3
as,2
more,2
and,15
people,6
devices,3
go,1
online,2
Michael,1
Wang,4
Tatsuya,1
Suda,1
say,1
existing,1
methods,1
keeping,1
going,1
will,4
not,1
able,1
cope,2
when,5
billions,1
mobile,1
phones,1
hand,1
held,1
computers,1
household,1
appliances,1
routinely,1
using,2
it,4
communicate,1
What,1
is,5
needed,1
claim,1
pair,1
self,3
organising,1
systems,2
inspired,1
by,4
biology,1
The,5
researchers,2
experimenting,1
with,3
discrete,1
programs,3
called,1
agents,1
have,3
been,3
modelled,1
on,3
Individually,1
these,1
insects,1
very,3
stupid,2
but,1
put,1
enough,1
them,2
together,1
they,3
do,4
a,9
efficient,1
job,1
maintaining,1
huge,2
structures,1
nests,1
hives,1
without,1
any,1
central,1
control,1
contrast,1
current,1
management,1
tend,1
centralised,1
directed,1
Mr,3
says,4
this,1
set,1
up,2
unable,1
everything,1
from,1
our,1
PCs,1
refrigerators,1
No,1
one,1
time,1
inclination,1
ensure,1
all,2
doing,1
what,3
should,2
he,2
just,3
manage,1
organise,1
right,1
things,1
Many,1
popular,1
web,1
events,1
already,1
struggle,1
serve,2
want,1
see,2
When,1
Sir,1
Paul,1
McCartney,1
did,1
webcast,1
performance,1
Cavern,1
in,4
Liverpool,1
servers,1
were,1
overwhelmed,1
numbers,1
wanting,1
watch,1
show,1
Under,1
scheme,1
proposed,1
US,1
website,1
increases,1
popularity,1
content,2
video,2
audio,1
stream,1
copied,1
ferried,1
websites,1
closer,1
trying,1
hear,1
user,1
requests,1
food,1
small,2
ferry,1
across,1
blazing,1
trail,1
source,1
die,1
users,1
stop,1
requesting,1
clips,2
Belgian,1
scientist,1
Marco,1
Dorigo,1
looking,1
ant,1
improve,1
But,1
proposing,1
let,1
infrastructure,1
rather,1
than,1
bee,1
entities,1
programmed,2
few,2
simple,1
rules,2
define,2
This,1
rule,1
based,1
approach,1
also,1
being,2
used,1
recreate,1
battle,2
scenes,2
for,1
Lord,1
Rings,1
movie,1
currently,1
filmed,1
New,1
Zealand,1
troops,2
computer,2
generated,1
orcs,1
elves,1
humans,1
dwarves,1
their,2
fighting,1
style,1
who,1
enemies,1
foe,1
has,1
killed,1
Battle,1
commences,1
unleashed,1
each,1
other,1
cameras,1
record,1
flow,1
action,1
