,frequency
Move,3
On,1
solo,1
version,1
from,2
Sunday,1
in,2
the,10
Park,1
with,1
George,1
Stop,2
worrying,2
where,3
you,14
re,2
going,2
move,3
on,10
If,1
can,1
know,2
ve,3
gone,1
Just,2
keep,3
moving,4
I,4
chose,1
and,3
my,5
world,1
was,2
shaken,1
so,1
what,7
The,1
choice,1
may,1
have,2
been,1
mistaken,1
but,1
choosing,1
not,1
You,2
to,9
Look,4
at,8
want,5
Not,4
are,2
ll,2
be,3
all,2
things,2
done,1
for,1
me,3
Opened,1
up,1
eyes,2
Taught,1
how,2
see,2
Notice,1
every,1
tree,1
Understand,1
light,4
Concentrate,1
now,1
explore,1
get,1
through,2
something,1
new,3
Something,1
of,2
own,1
if,1
your,1
vision,1
is,1
Let,1
others,1
make,1
that,1
decision,1
they,1
usually,1
do,2
gave,1
See,1
s,1
And,3
color,1
hair,1
way,1
it,3
catches,1
care,1
feeling,1
We,2
always,2
belonged,1
together,2
will,2
belong,1
Anything,1
let,1
come,1
then,1
Give,1
us,1
more,1
