,frequency
Date,1
Sat,1
22,1
Mar,1
2003,1
06,1
34,1
05,1
0500,1
EST,1
From,1
Autoresponder,1
WhiteHouse,1
GOV,1
This,1
is,2
Spam,1
Add,1
to,4
Address,1
Book,1
Subject,1
Re,1
Don,1
t,1
Use,1
Nuclear,1
Weapons,1
in,2
Iraq,1
Thank,1
you,2
for,2
emailing,1
President,4
Bush,2
Your,2
ideas,2
and,5
comments,1
are,1
very,1
important,1
him,1
For,1
up,1
date,1
information,1
about,1
the,6
his,2
policies,1
please,1
check,1
White,3
House,3
web,1
site,1
at,1
www,1
whitehouse,1
gov,1
Unfortunately,1
because,1
of,4
large,1
volume,1
email,2
received,1
cannot,1
personally,1
respond,1
each,1
message,1
However,1
staff,1
considers,1
reports,1
citizen,1
concerns,1
Again,1
thank,1
your,1
interest,1
work,1
administration,1
appreciated,1
Sincerely,1
The,1
Office,1
E,1
Correspondence,1
