,frequency
STREAM,1
OF,1
CONSCIOUSNESS,1
If,1
I,5
could,1
quiet,1
my,2
thoughts,1
wrap,1
the,7
bundle,1
in,5
soft,1
and,4
warm,1
to,3
crib,1
for,1
naps,1
or,1
watching,1
stars,1
would,2
unknown,1
make,1
itself,1
a,4
little,1
less,1
obvious,1
All,1
day,1
have,4
been,1
beyond,1
behind,1
wonder,1
not,2
knowing,1
pretending,1
bliss,1
gift,1
of,4
lack,1
commitment,1
am,3
too,2
far,1
removed,1
soon,1
confused,1
missing,2
out,2
on,3
Could,1
there,1
be,2
balance,1
geography,1
new,1
spot,1
look,1
map,1
easier,1
neck,1
Snap,1
around,1
fall,1
line,1
breaking,1
rules,1
still,2
but,1
enough,1
And,1
round,1
generation,1
sings,1
We,1
apologize,1
all,1
those,1
who,1
sacrificed,1
their,1
lives,1
hope,1
we,3
more,1
than,1
what,2
become,1
You,1
should,1
asked,1
us,1
first,1
were,1
capable,1
