,frequency
Westwood,2
has,2
lost,2
weight,2
by,2
eating,1
high,1
protein,1
meat,2
substitutes,1
and,5
enjoyed,1
such,1
a,3
lift,1
from,1
his,2
better,1
diet,1
fitness,1
that,1
he,2
is,4
being,1
sponsored,1
well,1
known,1
substitute,1
company,1
urlLink,1
Quorn,1
for,2
two,2
years,2
After,1
ending,1
three,1
in,2
the,4
wilderness,1
since,1
heady,1
2000,1
with,2
wins,1
last,1
year,1
lying,1
64th,1
Europe,1
only,1
moderate,1
performances,1
on,2
U,1
S,1
Tour,1
aiming,1
to,2
prove,1
really,1
back,1
I,5
saw,1
benefits,1
Darren,1
was,1
getting,1
ve,2
felt,1
like,1
needed,1
do,1
something,1
long,1
time,1
said,1
Clarke,1
s,1
management,1
stablemate,1
The,1
great,1
thing,1
all,1
this,1
Reuters,1
statistics,1
m,1
driving,1
10,1
15,1
yards,1
longer,1
