,frequency
Subject,1
Remembering,2
Martin,8
Luther,8
King,26
Jr,5
Date,1
Fri,1
17,1
Jan,1
2003,1
13,1
58,1
56,1
0800,1
From,2
FAIR,16
To,2
L,3
Fairness,1
Accuracy,1
In,6
Reporting,1
Media,5
analysis,1
critiques,1
and,22
activism,1
This,1
year,3
Day,1
comes,2
as,4
the,48
U,5
S,5
is,6
moving,1
toward,1
war,2
in,16
Iraq,1
As,2
media,9
prepare,1
to,28
air,1
retrospectives,2
on,13
we,3
thought,1
it,6
would,2
be,2
a,23
good,1
time,2
circulate,1
this,3
1995,3
column,3
by,4
founder,2
Jeff,3
Cohen,4
associate,1
Norman,3
Solomon,3
Beat,3
January,2
4,2
The,3
You,4
Don,2
t,5
See,1
TV,5
By,2
It,2
s,23
become,2
ritual,1
Every,1
mid,1
around,1
of,31
birthday,1
get,1
perfunctory,1
network,2
news,3
reports,1
about,4
slain,1
civil,4
rights,8
leader,1
remarkable,1
thing,1
annual,1
review,1
life,4
that,11
several,1
years,4
his,13
last,3
are,1
totally,1
missing,1
if,2
flushed,1
down,1
memory,1
hole,1
What,1
viewers,1
see,3
closed,1
loop,1
familiar,2
file,1
footage,1
battling,1
desegregation,1
Birmingham,1
1963,2
reciting,1
dream,1
racial,2
harmony,1
at,10
rally,1
Washington,3
marching,1
for,7
voting,1
Selma,1
Alabama,1
1965,3
finally,1
lying,1
dead,1
motel,1
balcony,1
Memphis,1
1968,2
An,1
alert,1
viewer,1
might,1
notice,1
chronology,1
jumps,1
from,1
Yet,1
didn,1
take,2
sabbatical,1
near,1
end,1
fact,1
he,3
was,6
speaking,1
organizing,2
diligently,1
ever,1
Almost,1
all,1
those,1
speeches,2
were,6
filmed,1
or,4
taped,1
But,2
they,2
re,1
not,1
shown,1
today,4
Why,1
because,1
national,3
have,1
never,1
come,1
terms,1
with,6
what,1
stood,1
during,1
final,1
early,1
1960s,1
when,1
focused,1
challenge,1
legalized,1
discrimination,2
South,3
most,4
major,1
allies,1
Network,1
publications,1
graphically,1
showed,1
police,1
dogs,1
bullwhips,1
cattle,1
prods,1
used,1
against,1
Southern,1
blacks,1
who,1
sought,1
right,1
vote,1
