,frequency
urlLink,1
October,1
Horoscope,1
Cancer,1
June,1
22,2
July,1
Saturn,1
continues,1
to,15
confront,1
you,10
with,2
the,7
choice,1
between,1
staying,1
safe,1
in,5
all,2
your,4
survival,1
mechanisms,1
or,2
being,1
alive,2
vulnerability,1
openness,1
and,4
essence,1
It,3
is,7
a,6
strange,1
beautiful,1
thing,1
have,5
let,1
go,3
of,3
that,3
learned,1
order,1
take,1
next,1
step,1
Clinging,1
known,1
clinging,3
corpse,2
does,1
not,3
need,1
courage,2
drop,1
fact,1
it,3
needs,1
on,2
You,1
just,1
see,2
That,1
which,2
familiar,1
lived,1
what,1
has,1
given,1
Where,1
reached,1
Are,1
still,1
empty,1
Is,1
there,1
immense,1
discontent,1
deep,1
frustration,1
meaninglessness,1
Somehow,1
managing,1
hiding,1
truth,1
creating,1
lies,1
remain,1
engaged,1
involved,1
This,1
question,1
clarity,1
everything,1
know,1
past,1
already,1
gone,1
part,1
graveyard,1
Do,1
want,2
be,2
grave,1
do,1
Osho,1
Courage,1
