,frequency
CLOSER,1
UP,1
To,1
whom,2
may,1
you,7
sacrifice,1
your,3
needs,1
to,2
prove,1
For,1
do,1
toil,1
and,1
ponder,1
nights,1
spent,1
awake,1
easing,1
the,6
way,2
for,5
dawn,1
Letting,1
go,1
these,2
images,1
after,1
burn,1
of,2
dreams,1
edges,1
petal,1
crisp,1
pixilated,1
closer,1
up,1
eat,1
dot,1
made,1
from,1
another,2
pattern,1
Whose,1
timeline,1
serves,1
best,1
Have,1
chosen,1
master,1
well,1
Do,1
seek,1
s,1
hands,1
on,1
will,2
The,1
time,1
not,1
come,1
ask,2
questions,1
again,1
in,1
this,2
or,2
with,1
urgency,1
command,1
Relinquish,1
lust,1
results,1
acknowledging,1
answers,1
given,1
didn,1
t,1
Nothing,1
can,1
slip,1
through,2
fingers,1
even,1
held,1
tight,1
like,1
impatience,1
when,1
a,2
tunnel,1
is,1
bored,1
into,1
earth,1
flesh,1
break,1
centuries,1
overdrawn,1
