,frequency
urlLink,1
Yahoo,1
News,1
Indian,2
Villagers,1
May,2
Be,1
Submerged,1
by,3
Dam,1
Activists,1
NEW,1
DELHI,1
August,2
8,1
OneWorld,1
Environmental,1
activists,1
Friday,1
called,1
for,1
the,13
immediate,1
rehabilitation,2
of,8
thousands,1
villagers,3
whose,1
lives,1
are,4
endangered,1
rising,1
waters,1
a,3
controversial,1
dam,3
over,1
river,2
Narmada,3
in,10
northwest,1
India,1
A,2
statement,1
issued,1
environment,1
groups,2
says,1
police,1
officials,1
forcibly,1
evacuating,1
living,1
along,1
The,1
where,1
Sardar,2
Sarovar,2
is,1
being,1
constructed,1
states,1
Maharashtra,3
and,3
Madhya,2
Pradesh,2
has,1
been,1
spate,1
this,3
rainy,1
season,1
grim,1
situation,1
awaits,1
more,1
than,1
1500,1
families,2
12000,1
who,1
face,1
submergence,1
monsoon,1
due,1
to,2
rise,1
height,1
100,1
meters,1
year,1
say,1
To,1
protest,1
lack,1
measures,1
Valley,1
on,2
peaceful,1
sit,1
from,1
6,1
Two,1
representatives,1
tribal,1
communities,1
relay,1
fast,1
s,1
Chimalkhadi,1
Nimgavan,1
villages,1
