,frequency
urlLink,1
Abercrombie,6
Fitch,4
Asian,4
caricatures,1
T,4
shirts,5
cause,1
outrage,1
04,1
18,1
09,1
42,1
PDT,1
SAN,1
FRANCISCO,1
AP,1
A,1
new,1
line,1
of,5
depicting,1
stereotypes,2
Asians,2
has,1
triggered,1
an,2
e,1
mail,1
and,6
phone,1
campaign,1
to,6
boycott,1
clothier,1
which,1
caters,1
the,11
young,1
active,1
set,1
One,2
Ohio,1
based,1
company,3
s,2
t,1
reads,2
Wong,1
Brothers,1
Laundry,1
Service,1
Two,1
Wongs,1
Can,1
Make,1
It,2
White,1
shows,1
two,1
smiling,2
men,1
with,2
slanted,1
eyes,1
wearing,1
conical,1
hats,1
said,4
were,1
supposed,1
be,1
funny,1
cater,1
customers,1
We,1
personally,1
thought,1
would,1
love,1
this,1
shirt,3
Hampton,1
Carney,1
a,4
spokesman,1
for,2
The,3
prompted,1
late,1
night,1
meeting,1
Stanford,1
University,1
students,1
Wednesday,1
American,1
Students,1
Association,1
encouraged,1
calls,1
should,1
apologize,1
really,1
misleading,1
as,1
what,1
people,1
are,2
Michael,1
Chang,1
vice,1
chairman,1
student,1
organization,1
they,1
depict,1
more,1
than,1
century,1
old,1
You,2
re,2
seeing,2
laundry,1
service,1
basically,1
entire,1
religion,1
philosophy,1
being,1
trivialized,1
features,1
Buddha,3
figure,1
slogan,1
Bash,1
Get,1
Your,1
on,1
Floor,1
Another,1
Wok,1
N,1
Bowl,1
Let,1
Good,1
Times,1
Roll,1
Chinese,1
Food,1
Bowling,1
apologised,1
offense,1
caused,1
after,1
first,1
protest,1
broke,1
out,1
