,frequency
urlLink,1
The,1
medieval,1
magician,1
Albertus,1
Magnus,1
wrote,1
A,1
certain,1
power,1
to,2
alter,1
things,4
indwells,1
in,2
the,7
human,2
soul,2
and,3
subordinates,1
other,1
her,1
particularly,1
when,1
she,1
is,1
swept,1
into,3
a,3
great,3
excess,4
of,4
love,1
hate,1
or,1
like,1
When,1
therefore,1
falls,2
any,1
passion,1
it,2
can,2
be,1
proved,1
by,1
experiment,1
that,2
binds,1
together,1
magically,2
alters,1
them,1
way,1
wants,1
Whoever,1
would,1
learn,1
secret,1
doing,1
undoing,1
these,1
must,1
know,1
everyone,1
influence,1
everything,1
if,1
s,1
he,1
