,frequency
Current,1
Phase,2
urlLink,1
Last,2
Quarter,2
Moon,2
The,4
full,1
moon,4
was,1
a,4
real,1
thwack,1
to,3
the,7
head,1
but,1
disseminating,1
Sagittarius,1
Fire,1
on,3
April,1
30th,1
started,1
bring,1
world,1
back,1
into,1
focus,1
with,1
flurry,1
of,2
ideas,1
and,3
self,1
confidence,1
will,1
change,1
in,2
Aquarius,1
Air,1
Saturday,1
May,1
4,1
half,2
light,1
dark,1
phase,1
brings,1
need,2
for,2
adaptive,1
behavior,1
new,1
It,1
is,1
fall,1
stage,1
s,1
cycle,1
which,1
always,1
evokes,1
crisis,1
consciousness,1
between,1
past,1
present,1
future,1
Sources,1
Moonsurfing,1
Oracle,1
Personal,1
Intuition,1
