,frequency
AND,1
THEY,1
ARE,1
OFF,1
I,16
write,1
without,1
stopping,1
like,1
someone,2
has,1
shot,1
a,4
gun,1
and,12
the,11
race,1
is,4
on,3
To,2
be,3
fair,1
allow,1
for,2
breaks,1
this,2
time,4
proper,1
forgive,1
those,2
critics,1
whose,1
jobs,1
were,3
to,9
set,1
me,3
straight,1
number,1
of,5
important,1
details,1
such,1
as,2
creativity,1
all,2
well,2
good,1
but,1
keep,1
within,1
established,1
rules,1
love,1
blessing,1
even,2
when,1
you,2
don,1
t,2
exactly,1
have,3
it,3
in,7
way,1
that,2
thought,2
about,3
hey,1
what,1
little,1
fucking,1
humor,1
from,1
break,1
through,1
Because,1
gone,1
back,1
now,2
read,1
your,1
words,1
they,1
not,1
meant,1
here,1
feet,1
table,1
legs,1
slagging,1
over,1
edge,1
cigarette,1
smoked,1
getting,1
smaller,1
again,2
am,3
want,1
do,1
once,2
get,2
too,1
full,1
myself,1
wiser,1
by,1
far,1
then,1
girl,1
was,3
Nothing,1
quite,1
so,2
dark,1
grim,1
never,1
talk,1
hell,1
anymore,1
must,1
resolved,1
mortared,1
many,1
bricks,1
build,1
fine,1
home,1
using,1
tools,1
taught,1
duty,1
loyalty,1
obligation,1
sacrifice,1
They,1
paid,1
bills,1
brought,1
hunks,1
marked,1
acrylic,1
with,1
my,2
name,1
center,1
Let,1
else,1
applause,1
It,1
wasn,1
end,1
less,1
mattered,1
than,1
might,1
awakened,1
reality,1
who,1
sleeping,1
inside,1
realtor,1
looking,1
jackets,1
sweating,1
leather,1
flats,1
kept,1
abundance,1
trunk,1
car,1
case,1
forget,1
wear,1
shoes,1
work,1
written,1
8,1
4,2
03,1
12,1
