,frequency
Iceland,2
launches,1
energy,2
revolution,1
By,1
environment,1
correspondent,1
Tim,1
Hirsch,1
In,1
1874,1
the,9
science,1
fiction,1
writer,1
Jules,1
Verne,1
envisaged,1
a,2
world,2
in,3
which,1
water,2
would,1
replace,1
coal,1
as,1
fuel,1
of,4
future,1
Now,1
Icelanders,1
believe,1
they,2
can,1
turn,1
that,1
dream,1
into,1
reality,1
within,1
generation,1
and,3
are,1
taking,1
first,2
steps,1
next,1
year,1
their,1
project,1
to,1
create,1
s,1
hydrogen,1
society,1
has,1
already,1
gone,1
further,1
than,1
any,1
other,1
country,1
exploiting,1
its,2
abundant,1
sources,1
renewable,1
Virtually,1
all,1
electricity,1
heating,1
comes,1
from,2
hydroelectric,1
power,1
geo,1
thermal,1
reserves,1
tapped,1
hot,1
rock,1
layers,1
lying,1
just,1
beneath,1
surface,1
this,1
extraordinary,1
island,1
Read,1
more,1
