,frequency
urlLink,1
Interview,1
with,1
Osama,2
Bin,3
Ladin,3
John,1
Miller,1
Mr,1
you,1
have,2
issued,1
a,3
fatwa,1
calling,1
on,1
all,4
Muslims,2
to,3
kill,1
Americans,5
where,2
they,2
can,2
when,1
Is,1
that,2
directed,1
at,1
just,2
American,2
military,3
in,3
Saudi,1
Arabia,1
As,1
we,1
mentioned,1
before,1
Allah,1
ordered,1
us,1
this,2
religion,2
purify,1
Muslim,3
land,1
of,1
non,1
believers,1
and,7
especially,2
the,6
Arabian,1
Peninsula,1
Keba,1
is,2
After,1
WWII,1
became,1
more,1
aggressive,1
oppressive,1
world,1
We,2
are,2
surprised,1
question,1
coming,1
from,3
Each,1
action,1
will,2
solicit,1
similar,1
reaction,1
must,1
use,1
such,1
punishment,1
keep,1
your,1
evil,1
away,1
children,2
women,2
history,1
does,2
not,3
distinguish,2
between,2
civilians,1
even,1
They,1
ones,1
who,1
used,1
bombs,2
against,1
Nagasaki,1
Can,1
these,1
infants,1
America,1
prevent,1
it,1
destroying,1
people,1
