,frequency
urlLink,1
Who,7
Am,1
I,30
Nan,1
Yar,1
As,7
all,18
living,1
beings,1
desire,3
to,57
be,33
happy,1
always,3
without,7
misery,3
as,30
in,50
the,307
case,1
of,96
everyone,1
there,26
is,124
observed,1
supreme,2
love,2
for,22
one,51
s,19
self,8
and,84
happiness,9
alone,6
cause,2
order,3
gain,3
that,42
which,20
nature,14
experienced,1
state,3
deep,3
sleep,4
where,3
no,22
mind,67
should,23
know,6
For,1
path,3
knowledge,4
inquiry,10
form,4
am,18
principal,1
means,7
1,1
The,18
gross,4
body,8
composed,1
seven,1
humours,1
dhatus,1
not,41
five,6
cognitive,2
sense,3
organs,4
viz,3
senses,1
hearing,1
touch,2
sight,1
taste,2
smell,1
apprehend,1
their,9
respective,3
objects,8
sound,1
colour,1
odour,1
speech,1
locomotion,1
grasping,3
excretion,1
procreation,1
have,3
functions,4
speaking,1
moving,2
excreting,1
enjoying,1
vital,1
airs,1
prana,1
etc,3
perform,3
respectively,1
breathing,1
even,2
thinks,2
nescience,1
too,1
endowed,2
only,10
with,11
residual,5
impressions,8
are,19
functioning,1
2,1
If,7
none,1
these,2
then,6
who,14
After,1
negating,1
above,1
mentioned,1
this,11
Awareness,3
remains,2
3,1
What,14
existence,2
consciousness,2
bliss,2
4,1
When,14
will,46
realization,5
Self,46
gained,3
world,20
what,11
seen,3
has,13
been,3
removed,4
seer,2
5,1
Will,1
while,3
taken,1
real,4
There,4
6,1
Why,1
object,7
like,7
rope,2
snake,1
Just,8
substrate,2
arise,10
unless,2
false,1
illusory,1
serpent,1
goes,4
so,10
belief,1
7,1
cognition,1
actions,3
becomes,11
quiescent,17
disappear,3
8,1
called,8
a,18
wondrous,1
power,2
residing,1
It,7
causes,1
thoughts,20
Apart,2
from,7
such,2
thing,1
Therefore,4
thought,15
independent,1
entity,1
In,10
states,3
waking,5
dream,7
also,5
spider,1
emits,2
thread,1
web,1
out,9
itself,9
again,4
withdraws,1
it,36
into,11
likewise,1
projects,1
resolves,1
comes,1
appears,4
when,19
does,6
appear,8
shines,1
persistently,2
inquires,3
end,2
leaving,2
residue,2
referred,1
Atman,1
exists,3
dependence,1
on,16
something,1
cannot,1
stay,2
subtle,2
or,10
soul,4
jiva,1
9,1
understanding,1
That,4
rises,5
first,5
would,5
discover,1
heart,2
place,5
origin,3
Even,2
if,4
constantly,4
led,1
Of,3
after,3
rise,2
other,14
appearance,2
personal,3
pronoun,2
second,2
third,2
pronouns,1
10,1
How,2
become,4
By,1
destroy,2
stick,1
used,1
stirring,1
burning,1
pyre,1
get,5
destroyed,5
Then,1
11,1
holding,1
pursue,2
them,6
but,7
inquire,5
To,5
whom,2
do,6
they,7
matter,1
how,5
many,1
each,4
arises,3
diligence,1
arisen,1
answer,1
emerge,2
me,1
Thereupon,1
go,6
back,2
its,6
source,4
arose,1
With,1
repeated,1
practice,2
manner,1
develop,1
skill,1
through,6
brain,1
names,3
forms,5
stays,3
Not,1
letting,1
retaining,2
Heart,3
inwardness,1
antar,1
mukha,2
Letting,1
known,1
externalisation,1
bahir,1
Thus,2
ever,1
shine,1
Whatever,2
egoity,3
acts,1
way,2
Siva,2
God,17
12,1
Are,1
making,1
Other,1
than,4
adequate,1
sought,1
control,4
controlled,5
forth,2
Through,2
breath,13
long,7
resumes,1
start,1
wander,2
impelled,1
by,9
same,4
both,2
Thought,1
indeed,1
whence,1
originates,2
But,1
although,1
stop,1
This,1
because,1
may,4
preserved,1
people,4
under,3
impression,1
dead,1
samadhi,2
Breath,1
Till,1
time,6
death,1
keeps,2
dies,1
takes,3
along,2
exercise,1
an,3
aid,1
rendering,2
manonigraha,1
manonasa,1
Like,1
meditation,6
repetition,2
mantras,2
restriction,1
food,2
aids,1
pointed,2
wandering,1
chain,2
given,1
elephant,1
hold,2
trunk,1
nothing,1
else,2
occupied,1
name,1
grasp,1
expands,1
countless,1
weak,1
resolved,2
strong,1
easy,1
restrictive,1
rules,1
relating,1
taking,1
sattvic,2
moderate,1
quantities,1
best,1
observing,1
rule,1
quality,1
increase,1
helpful,1
13,1
wending,1
waves,1
ocean,1
higher,2
14,1
Is,7
possible,3
come,3
beginningless,1
were,1
remain,2
pure,2
Without,2
yielding,1
doubt,1
great,1
sinner,3
worry,2
weep,1
O,1
can,2
saved,2
completely,1
renounce,1
concentrate,1
keenly,1
surely,1
succeed,1
two,3
minds,1
good,3
evil,2
kinds,1
auspicious,2
inauspicious,2
influence,2
regarded,1
allowed,1
towards,2
worldly,2
concerns,1
However,1
bad,1
bear,1
hatred,2
Both,1
eschewed,1
All,2
gives,3
others,2
truth,5
understood,2
give,1
extent,2
we,4
behave,1
humility,1
result,1
rendered,2
live,1
anywhere,1
15,1
practised,1
required,1
very,3
resorts,1
contemplation,1
unintermittently,1
until,1
enemies,1
within,5
fortress,2
continue,1
sally,1
fall,1
our,5
hands,1
16,1
individual,1
appearances,1
silver,1
mother,1
pearl,2
three,2
at,3
absolutely,1
Silence,1
17,1
everything,1
work,1
resolve,3
effort,2
sun,5
mere,2
presence,3
stone,2
fire,1
lotus,1
blooms,1
water,1
evaporates,1
various,1
rest,3
magnet,1
needle,1
moves,2
virtue,1
souls,1
governed,1
cosmic,1
fivefold,1
divine,1
activity,1
accordance,1
karmas,1
karma,1
attaches,1
Him,1
affecting,2
merits,1
demerits,1
four,1
elements,1
pervading,1
space,1
18,1
devotees,1
greatest,1
He,2
himself,1
up,2
most,1
excellent,1
devotee,1
Giving,1
remaining,1
giving,1
room,1
any,5
burdens,1
thrown,1
bears,1
Since,2
makes,1
things,1
move,1
why,2
submitting,1
ourselves,2
done,3
We,2
train,2
carries,1
loads,1
getting,1
carry,1
small,1
luggage,1
head,1
discomfort,1
instead,1
putting,1
down,1
feeling,2
ease,1
19,1
non,3
attachment,3
destroying,1
utterly,1
diver,1
ties,1
his,2
waist,1
sinks,1
bottom,1
sea,1
pearls,1
us,1
dive,1
oneself,3
obtain,1
Pearl,1
20,1
Guru,6
effect,1
release,9
show,1
themselves,1
take,1
different,3
prey,1
fallen,1
jaws,1
tiger,1
escape,1
those,3
ambit,1
gracious,1
look,1
lost,1
yet,1
own,4
shown,1
One,2
eye,2
somebody,1
Does,1
he,4
Rama,2
require,1
help,1
mirror,1
21,1
necessary,1
longs,1
categories,3
tattvas,1
wants,2
throw,1
away,1
garbage,1
need,3
analyse,1
see,1
count,1
number,1
characteristics,1
reject,1
altogether,1
hide,1
considered,1
22,1
difference,3
between,3
Waking,1
short,1
happenings,2
seem,1
awake,1
dreaming,1
another,1
occur,1
simultaneously,1
23,1
use,1
reading,2
books,4
texts,1
say,1
render,1
therefore,1
conclusive,1
teaching,1
once,1
endless,1
quieten,1
could,1
search,2
wisdom,7
sheaths,2
outside,1
inquired,1
discarding,1
futile,1
forget,1
learned,1
24,1
Happiness,2
imagine,1
ignorance,1
derive,1
experiences,2
desires,1
fulfilled,1
returns,2
enjoys,2
Similarly,2
fainting,1
desired,1
obtained,1
disliked,1
inward,1
turned,1
alternately,1
going,3
returning,1
Under,1
tree,1
shade,5
pleasant,1
open,1
heat,1
scorching,1
A,2
person,1
about,1
feels,1
cool,1
reaches,1
Someone,1
fool,1
wise,1
man,1
permanently,1
knows,1
leave,1
Brahman,3
ignorant,1
contrary,1
revolves,1
miserable,1
little,1
experience,1
fact,1
disappears,1
i,1
e,1
25,1
insight,3
jnana,1
drsti,1
Remaining,1
quiet,2
Telepathy,1
knowing,1
past,1
present,1
future,1
clairvoyance,1
constitute,1
26,1
relation,1
desirelessness,2
Desirelessness,2
refraining,1
turning,1
Wisdom,1
words,1
seeking,1
detachment,1
27,1
Inquiry,1
consists,2
Meditation,1
thinking,1
28,1
Inquiring,1
bondage,1
realising,1
true,1
SRI,1
RAMANARPANAM,1
ASTU,1
