,frequency
urlLink,1
MoonPointer,1
As,1
in,1
the,10
Zen,1
metaphor,1
one,2
should,1
not,1
mistaken,1
finger,1
which,3
only,1
serves,1
as,2
a,1
guide,1
that,2
points,1
at,1
moon,5
represents,1
Truth,1
to,9
be,2
itself,1
That,1
is,1
say,1
see,2
truth,4
has,1
beyond,1
shows,1
Dedicated,1
all,1
seekers,1
Moonpointer,1
aims,1
point,1
you,1
full,1
and,4
nothing,2
but,2
With,1
strong,1
regard,1
for,1
personal,1
spiritual,1
experiences,1
creative,1
expression,1
It,1
strives,1
both,1
enlightening,1
entertaining,1
People,1
stumble,1
over,1
from,1
time,2
most,1
pick,1
themselves,1
up,1
hurry,1
off,1
if,1
happened,1
Sir,1
Winston,1
Churchill,1
