,frequency
urlLink,1
Your,3
Passion,1
Sign,1
astrology,1
com,1
I,1
had,1
never,1
read,1
about,1
my,1
Mars,2
sign,1
until,1
tonight,1
Very,1
interesting,1
Here,1
s,1
what,2
mine,1
is,2
Cancer,2
If,1
you,9
have,1
in,6
may,1
just,1
be,1
one,1
of,3
the,4
few,1
who,1
are,6
able,2
to,6
truly,1
act,1
out,1
how,1
feel,1
Emotional,1
passionate,1
and,6
creative,1
can,1
direct,1
your,3
energies,1
ways,1
that,1
nurture,1
yourself,2
others,1
You,3
tune,1
with,2
which,1
provides,1
knowledge,1
pleases,1
life,1
This,1
makes,1
for,1
a,1
sensual,1
romantic,1
partner,2
also,1
sensitive,1
needs,1
people,1
around,1
willingly,1
succeed,1
fulfilling,1
them,1
memory,1
sharp,1
clear,1
expend,1
great,2
energy,1
seeing,1
something,1
through,1
its,1
end,1
endeavors,1
enriched,1
by,2
imagination,1
but,1
make,1
sure,1
use,1
it,1
advantage,1
offer,1
emotional,1
security,1
lovers,1
happiest,1
when,1
surrounded,1
an,1
expressive,1
