,frequency
urlLink,1
My,1
Stats,1
from,1
QuitNet,1
Your,3
Quit,3
Date,1
is,4
11,1
16,1
2003,1
10,1
44,1
00,1
AM,1
7,1
days,2
18,1
hours,2
57,1
minutes,1
and,5
22,1
seconds,1
smoke,1
free,1
You,1
ve,1
been,1
8,1
30,1
25,1
1,1
day,1
13,1
of,3
your,3
life,1
saved,1
Tip,1
Body,1
Is,1
Healing,1
Itself,1
Keep,1
in,2
mind,1
that,3
although,1
withdrawal,1
symptoms,1
might,1
be,1
uncomfortable,1
they,1
are,1
normal,2
harmless,1
temporary,1
They,1
re,1
a,5
sign,2
body,2
healing,1
cleansing,1
itself,1
the,1
nicotine,1
tars,1
other,1
cigarette,1
poisons,1
which,1
have,1
had,1
you,1
their,1
grip,1
for,1
long,1
time,1
whole,1
system,1
returning,1
to,1
state,1
Think,1
this,1
as,2
positive,1
process,1
recovering,1
