,frequency
Out,1
of,2
Town,1
Suit,1
Waiting,1
for,4
the,9
others,1
to,4
join,1
me,1
at,5
meeting,2
I,7
look,1
over,1
my,5
shoulder,1
suspicious,1
as,1
type,2
poetry,1
in,2
corporate,1
suit,1
and,9
coffee,1
hand,1
Later,1
attendees,1
arrive,1
two,1
sets,1
eyes,1
looking,1
leadership,1
direction,1
all,1
want,1
do,1
is,2
get,1
this,3
down,1
on,2
paper,1
barely,1
able,1
contain,1
need,1
explain,1
There,1
are,1
handouts,1
brochures,1
scattered,1
about,1
nobody,1
knows,1
what,1
s,1
going,1
account,1
am,3
watching,1
them,1
both,1
inspiration,1
way,2
he,1
draws,1
a,1
wobbly,1
arrow,1
his,1
daytimer,1
or,1
laugh,1
hairflip,1
combo,1
from,1
woman,1
across,1
beautiful,1
lost,1
23,1
taking,1
control,1
setting,1
expectations,1
senior,1
member,1
table,1
with,1
no,1
time,1
distractions,1
Moments,1
later,1
cell,1
phones,1
ring,1
adjourned,1
open,1
back,1
up,1
laptop,1
