,frequency
Hey,1
this,1
is,2
a,4
really,1
handy,2
tool,1
urlLink,1
ieSpell,2
Spell,1
Checker,1
add,1
on,3
for,2
Internet,2
Explorer,2
free,1
browser,1
extension,1
that,1
spell,1
checks,1
text,2
input,1
boxes,1
webpage,1
It,1
should,1
come,1
in,1
particularly,1
users,1
who,1
do,1
lot,1
of,2
web,2
based,1
entry,1
e,1
g,1
mails,1
forums,1
blogs,1
diaries,1
Plus,1
you,1
get,1
to,1
store,1
and,1
use,1
your,2
personal,1
word,1
list,1
across,1
all,1
applications,1
instead,1
maintaining,1
separate,1
ones,1
each,1
application,1
