,frequency
urlLink,1
weather,4
com,1
More,1
severe,2
ahead,1
Sun,1
May,1
04,1
2003,1
9,1
45,1
PM,1
ET,1
Tom,1
Moore,1
Sr,1
Meteorologist,1
Midwest,2
A,1
number,1
of,3
destructive,1
tornadoes,2
ravaged,1
parts,1
the,4
Plains,1
and,4
on,2
Sunday,1
Tornadoes,1
were,1
reported,2
from,1
South,1
Dakota,1
to,2
Oklahoma,1
The,1
Kansas,2
City,2
metro,1
area,1
was,2
particularly,1
hard,1
hit,1
At,1
least,1
one,1
fatality,1
in,1
while,1
areas,1
northwest,1
town,1
suffered,1
extensive,1
property,1
damage,1
Severe,1
will,1
translate,1
eastward,1
overnight,1
with,2
more,1
hail,1
damaging,1
winds,1
possible,1
I,1
am,1
talking,1
Phil,1
his,1
cell,1
phone,1
he,1
says,1
skies,1
are,1
really,1
black,1
He,1
loves,1
is,1
enjoying,1
storms,1
