,frequency
urlLink,1
Rare,1
white,5
buffalo,4
born,4
in,6
Arizona,1
Things,1
have,1
been,1
hopping,1
lately,1
at,1
the,5
Spirit,2
Mountain,1
Ranch,1
20,1
miles,1
north,1
of,6
Flagstaff,1
on,1
Highway,1
180,1
Three,1
baby,1
bison,2
were,2
five,1
days,1
culminating,1
birth,3
Sunrise,1
a,5
full,1
female,2
Saturday,1
Two,1
other,1
both,1
reddish,1
brown,1
earlier,1
month,1
One,1
male,1
Wind,1
Dancer,1
was,1
during,2
such,1
strong,1
winds,1
that,2
he,1
could,1
barely,1
stand,1
The,1
is,1
very,1
meaningful,1
to,1
many,1
Native,1
Americans,1
who,1
hold,1
are,1
sacred,1
and,3
will,1
return,1
period,1
disaster,1
world,1
Plains,1
Lakota,1
lore,1
says,1
heralds,1
time,1
enlightenment,1
healing,1
bringing,1
all,1
races,1
together,1
peace,1
balance,1
harmony,1
