,frequency
A,1
STEP,1
CLOSER,1
TO,1
STEPPING,1
OFF,1
Voices,1
raised,1
like,5
hands,1
above,1
heads,1
waves,1
of,3
fingers,1
piano,1
playing,1
the,8
air,1
accidental,1
harmonies,1
wanting,2
an,1
end,1
or,2
just,1
more,2
The,3
world,1
spins,1
out,1
synch,1
faster,1
and,12
hotter,1
water,1
spills,1
steam,1
rises,1
warm,1
mud,2
soft,1
underbellies,1
earth,1
worms,1
making,1
their,2
way,2
home,2
while,3
everybody,2
goes,1
about,2
his,1
business,2
Drums,1
beat,1
to,6
mark,1
passage,1
young,1
girls,1
dance,1
boys,1
look,1
on,1
ying,1
yang,1
pushed,1
a,6
crescendo,1
cutting,1
through,1
cage,1
as,1
if,1
victory,1
is,1
nothing,1
than,1
barrier,1
breached,1
again,2
For,2
whose,2
benefit,1
are,2
these,2
metaphors,1
significances,1
coincidences,1
reward,1
smiles,1
knowing,1
winks,1
nudge,3
Wrong,1
wrong,2
but,2
will,2
we,4
know,2
right,1
when,2
see,2
it,2
Bad,1
bad,2
good,1
opposites,1
define,1
themselves,1
into,2
each,1
other,1
merging,1
melting,1
earthworms,1
go,1
makes,1
her,1
shouting,1
turns,4
singing,1
whispers,1
laughter,1
silence,1
then,1
rest,1
between,1
notes,1
