,frequency
EQUINOX,1
Tommorrow,1
is,4
off,1
put,1
on,1
hold,1
faith,1
hope,1
and,8
love,1
are,2
shelved,1
cans,1
of,9
film,1
the,13
jar,1
ideas,1
filled,1
with,1
brine,1
awaiting,1
a,5
different,1
freedom,1
This,1
summer,1
equinox,1
knocks,1
to,3
find,1
me,4
barely,2
awake,1
at,1
its,2
passing,2
cursing,1
light,1
that,2
won,1
t,1
heal,1
another,1
s,1
suffering,1
It,1
has,1
rained,1
all,1
day,1
you,1
tell,2
600,1
persons,1
were,2
evacuated,1
in,5
flooding,1
when,3
we,1
talk,1
There,1
no,1
fire,1
flies,1
this,1
far,1
into,1
city,1
anyway,2
even,2
if,1
grasses,1
dry,1
crickets,1
would,1
not,1
grind,1
any,1
softer,1
I,9
have,1
been,1
promised,1
meaning,1
life,2
time,1
by,1
an,1
uncle,1
got,1
drunk,1
dozen,1
Christmasses,1
ago,1
immerse,1
myself,1
it,2
like,1
bath,1
gravy,1
float,1
shovel,1
walk,1
every,1
morning,1
wake,1
notice,1
last,1
quarter,1
moon,1
rises,1
behind,1
clouds,1
Decades,1
too,2
young,1
retire,1
from,1
give,1
up,1
stand,2
accused,1
dreaming,1
world,1
good,2
be,1
real,1
Evidence,1
presented,1
without,1
spell,1
check,1
great,1
abundance,1
for,1
masses,1
They,1
their,2
fears,1
wish,1
well,1
enough,1
alone,1
trapped,1
prisons,1
own,1
regret,1
inside,1
my,2
cell,1
tonight,1
because,1
know,1
way,1
around,1
here,1
dark,1
