,frequency
CUT,1
THE,1
STRING,1
I,8
imagine,1
will,2
always,1
have,3
this,3
feeling,1
of,2
vague,1
dissastisfaction,1
One,1
minute,1
there,1
is,5
endless,1
opportunity,1
the,6
goal,1
in,3
sight,1
then,3
finish,1
line,1
nothing,1
left,1
to,7
cross,1
remind,1
myself,2
Another,1
ending,1
near,1
and,7
end,1
it,2
doesn,1
t,2
ever,1
matter,1
how,1
good,1
all,1
sounded,1
people,2
face,1
balls,1
yarn,1
unravel,1
trim,1
snip,1
off,1
Perfection,1
isn,1
possible,1
what,1
are,1
dreams,1
for,2
if,2
not,1
wake,1
from,2
seek,1
a,2
new,1
path,1
absorb,1
into,2
avoid,1
those,1
who,1
suffer,1
self,1
importance,1
time,1
paid,1
my,1
admittance,1
show,1
more,2
ways,1
than,2
one,1
July,1
change,1
letting,1
go,1
universe,1
seems,1
lot,1
trustworthy,1
me,1
am,1
any,1
example,1
The,1
balloon,1
rises,1
sky,1
caught,1
by,1
wind,1
up,3
