,frequency
urlLink,1
Powers,1
Of,1
10,2
View,1
the,8
Milky,1
Way,1
at,1
million,1
light,1
years,1
from,2
Earth,2
Then,1
move,2
through,1
space,1
towards,1
in,2
successive,1
orders,1
of,4
magnitude,1
until,1
you,1
reach,1
a,3
tall,1
oak,1
tree,1
just,1
outside,1
buildings,1
National,1
High,1
Magnetic,1
Field,1
Laboratory,1
Tallahassee,1
Florida,1
After,1
that,2
begin,1
to,1
actual,1
size,1
leaf,2
into,2
microscopic,1
world,1
reveals,1
cell,2
walls,1
nucleus,1
chromatin,1
DNA,1
and,2
finally,1
subatomic,1
universe,1
electrons,1
protons,1
