,word,stem
0,So,So
1,probably,probabl
2,heard,heard
3,Nintendo,nintendo
4,next,next
5,handheld,handheld
6,two,two
7,screens,screen
8,called,call
9,DS,DS
10,D,D
11,Dual,dual
12,Double,doubl
13,S,S
14,Screen,screen
15,Take,take
16,look,look
17,urlLink,urllink
18,mockup,mockup
19,posted,post
20,Gizmodo,gizmodo
21,The,the
22,angled,angl
23,design,design
24,immediately,immedi
25,screams,scream
26,This,thi
27,better,better
28,different,differ
29,think,think
30,ergnomics,ergnom
31,Hold,hold
32,hands,hand
33,front,front
34,trying,tri
35,hold,hold
36,something,someth
37,bit,bit
38,smaller,smaller
39,paperback,paperback
40,book,book
41,lengthways,lengthway
42,You,you
43,curl,curl
44,wrists,wrist
45,outward,outward
46,fingers,finger
47,upward,upward
48,would,would
49,I,I
50,see,see
51,large,larg
52,number,number
53,young,young
54,gamers,gamer
55,developing,develop
56,carpal,carpal
57,tunnel,tunnel
58,got,got
59,green,green
60,light,light
61,going,go
62,refrain,refrain
63,jokes,joke
64,causes,caus
65,male,male
66,A,A
67,common,common
68,question,question
69,Pocket,pocket
70,PC,PC
71,Phone,phone
72,carry,carri
73,around,around
74,Can,can
75,play,play
76,games,game
77,Well,well
78,answer,answer
79,yes,ye
80,bother,bother
81,overall,overal
82,form,form
83,factor,factor
84,wrong,wrong
85,requiring,requir
86,interlace,interlac
87,device,devic
88,Additionally,addit
89,directional,direct
90,pad,pad
91,four,four
92,buttons,button
93,supports,support
94,cardinal,cardin
95,directions,direct
96,diagonals,diagon
97,toward,toward
98,top,top
99,screen,screen
100,Basically,basic
101,even,even
102,try,tri
103,playing,play
104,pong,pong
105,thing,thing
106,Hell,hell
107,nethack,nethack
108,install,instal
109,impossible,imposs
