,word,stem
0,Another,anoth
1,night,night
2,another,anoth
3,crazy,crazi
4,dream,dream
5,though,though
6,I,I
7,rememeber,rememeb
8,details,detail
9,one,one
10,Basically,basic
11,spy,spi
12,boss,boss
13,developer,develop
14,lead,lead
15,team,team
16,My,My
17,first,first
18,task,task
19,assemble,assembl
20,disguise,disguis
21,would,would
22,let,let
23,infiltrate,infiltr
24,ranks,rank
25,target,target
26,It,It
27,required,requir
28,sort,sort
29,black,black
30,cape,cape
31,weird,weird
32,boots,boot
33,wig,wig
34,makeup,makeup
35,look,look
36,like,like
37,old,old
38,woman,woman
39,four,four
40,silver,silver
41,coins,coin
42,started,start
43,eventually,eventu
44,realized,realiz
45,work,work
46,came,came
47,different,differ
48,tight,tight
49,pants,pant
50,dress,dress
51,shoes,shoe
52,beige,beig
53,collared,collar
54,sweater,sweater
55,urlLink,urllink
56,collar,collar
57,Now,now
58,even,even
59,consider,consid
60,location,locat
61,From,from
62,surroundings,surround
63,locale,local
64,possibly,possibl
65,city,citi
66,New,new
67,York,york
68,checking,check
69,maps,map
70,showed,show
71,St,St
72,Petersburg,petersburg
73,So,So
74,yes,ye
75,infiltrating,infiltr
76,Russian,russian
77,installation,instal
78,rest,rest
79,fuzzy,fuzzi
80,remember,rememb
81,getting,get
82,onto,onto
83,elevator,elev
84,roll,roll
85,eyes,eye
86,viciously,vicious
87,emotions,emot
88,felt,felt
89,When,when
90,performing,perform
91,knew,knew
92,taking,take
93,shortcuts,shortcut
94,upset,upset
95,found,found
96,believe,believ
97,thing,thing
98,happened,happen
99,actually,actual
100,way,way
101,base,base
102,using,use
103,device,devic
104,track,track
105,probably,probabl
106,Windows,window
107,Mobile,mobil
108,powered,power
109,naturally,natur
110,rules,rule
111,engagement,engag
