,word,lemma
0,urlLink,urllink
1,I,I
2,Fought,fought
3,Future,futur
4,CIA,cia
5,My,My
6,mission,mission
7,choose,choos
8,accept,accept
9,sit,sit
10,room,room
11,full,full
12,fellow,fellow
13,sci,sci
14,fi,fi
15,writers,writer
16,help,help
17,imagine,imagin
18,shall,shall
19,say,say
20,things,thing
21,might,might
22,someday,someday
23,go,go
24,bump,bump
25,But,but
26,first,first
27,definite,definit
28,moment,moment
29,double,doubl
30,take,take
31,scramble,scrambl
32,confirm,confirm
33,wasnt,wasnt
34,elaborate,elabor
35,hoax,hoax
36,Because,becaus
37,like,like
38,needs,need
39,advice,advic
40,scariness,scari
