,word,lemma
0,CONFIDENCE,confid
1,I,I
2,water,water
3,earth,earth
4,My,My
5,parents,parent
6,fire,fire
7,air,air
8,pulled,pull
9,womb,womb
10,unwilling,unwil
11,face,face
12,birth,birth
13,canal,canal
14,another,anoth
15,option,option
16,possible,possibl
17,It,It
18,always,alway
19,come,come
20,verge,verg
21,discovery,discoveri
22,sails,sail
23,flowing,flow
24,confident,confid
25,wind,wind
26,salt,salt
27,canvas,canva
28,blowing,blow
29,filling,fill
30,colors,color
31,This,thi
32,confidence,confid
33,like,like
34,gift,gift
35,appreciate,appreci
36,endure,endur
37,weaving,weav
38,strands,strand
39,patterns,pattern
40,make,make
41,believe,believ
42,real,real
43,something,someth
44,warm,warm
45,wear,wear
46,Life,life
47,came,came
48,summer,summer
49,footy,footi
50,pajamas,pajama
51,The,the
52,fourth,fourth
53,generation,gener
54,baby,babi
55,Polish,polish
56,princess,princess
57,top,top
58,aluminum,aluminum
59,siding,side
60,castle,castl
61,There,there
62,picnic,picnic
63,table,tabl
64,back,back
65,yard,yard
66,And,and
67,mother,mother
68,could,could
69,liking,like
70,enough,enough
71,father,father
72,books,book
73,bad,bad
74,kitchen,kitchen
75,lighting,light
76,hook,hook
77,career,career
78,place,place
79,born,born
80,We,We
81,fled,fled
82,desert,desert
83,three,three
84,leaving,leav
85,snows,snow
86,behind,behind
87,oven,oven
88,grandmother,grandmoth
89,used,use
90,burn,burn
91,children,children
92,hands,hand
93,A,A
94,new,new
95,set,set
96,grandparents,grandpar
97,welcomed,welcom
98,second,second
99,kitten,kitten
100,friend,friend
101,soon,soon
102,pool,pool
103,million,million
104,witches,witch
105,goblins,goblin
106,girls,girl
107,knew,knew
108,magic,magic
109,stayed,stay
110,inside,insid
111,romance,romanc
112,novels,novel
113,melon,melon
114,ballers,baller
115,sometimes,sometim
116,gin,gin
117,vermouth,vermouth
118,perfect,perfect
119,coming,come
120,outside,outsid
121,cut,cut
122,vegetables,veget
123,hours,hour
124,working,work
125,please,pleas
126,palette,palett
127,Dad,dad
128,She,she
129,role,role
130,passed,pass
131,good,good
132,horid,horid
133,Sweat,sweat
134,dry,dri
135,heat,heat
136,mirage,mirag
137,waited,wait
138,get,get
139,home,home
140,punish,punish
141,done,done
142,He,He
143,tension,tension
144,terror,terror
145,beating,beat
146,whatever,whatev
147,said,said
148,else,els
149,much,much
150,remember,rememb
151,nothing,noth
152,page,page
153,today,today
154,lifted,lift
155,story,stori
156,giant,giant
157,helium,helium
158,balloon,balloon
159,carried,carri
160,stars,star
161,evening,even
162,night,night
163,sunset,sunset
164,hits,hit
165,camelback,camelback
166,mountain,mountain
167,saguaros,saguaro
168,turn,turn
169,purple,purpl
170,goodnight,goodnight
171,written,written
172,6,6
173,10,10
174,PM,PM
175,Saturday,saturday
176,April,april
177,12,12
178,2003,2003
