,word,lemma
0,urlLink,urllink
1,Whirlpool,whirlpool
2,Resource,resourc
3,Saver,saver
4,Washer,washer
5,The,the
6,innovative,innov
7,saves,save
8,47,47
9,water,water
10,needed,need
11,clean,clean
12,clothes,cloth
13,using,use
14,56,56
15,energy,energi
16,This,thi
17,could,could
18,save,save
19,100,100
20,per,per
21,year,year
22,Senseon,senseon
23,Dryer,dryer
24,Drying,dri
25,System,system
26,uses,use
27,thermistor,thermistor
28,moisture,moistur
29,sensing,sens
30,strips,strip
31,coupled,coupl
32,computer,comput
33,controls,control
34,continually,continu
35,measure,measur
36,temperature,temperatur
37,determine,determin
38,load,load
39,type,type
40,rate,rate
41,drying,dri
42,When,when
43,reach,reach
44,damp,damp
45,dry,dri
46,dryer,dryer
47,already,alreadi
48,knows,know
49,long,long
50,take,take
51,completely,complet
52,types,type
53,dried,dri
54,whether,whether
55,heavy,heavi
56,light,light
57,took,took
58,point,point
59,accuracy,accuraci
60,helps,help
61,prevent,prevent
62,overdrying,overdri
63,shortens,shorten
64,cycle,cycl
65,times,time
66,20,20
67,minutes,minut
