,word,lemma
0,Setting,set
1,A,A
2,Gameworks,gamework
3,sort,sort
4,gaming,game
5,facility,facil
6,Lots,lot
7,old,old
8,people,peopl
9,dimly,dimli
10,lit,lit
11,similar,similar
12,casino,casino
13,respect,respect
14,Basically,basic
15,feel,feel
16,bowling,bowl
17,alley,alley
18,combined,combin
19,First,first
20,scene,scene
21,I,I
22,sitting,sit
23,playing,play
24,matching,match
25,game,game
26,seems,seem
27,like,like
28,Mastermind,mastermind
29,quarters,quarter
30,An,An
31,older,older
32,lady,ladi
33,approaches,approach
34,nowhere,nowher
35,demands,demand
36,know,know
37,gamer,gamer
38,card,card
39,If,If
40,Dave,dave
41,Busters,buster
42,instead,instead
43,using,use
44,get,get
45,credit,credit
46,sorts,sort
47,put,put
48,money,money
49,show,show
50,pocket,pocket
51,full,full
52,implying,impli
53,storms,storm
54,She,she
55,returns,return
56,5,5
57,minutes,minut
58,later,later
59,hands,hand
60,large,larg
61,stack,stack
62,chips,chip
63,4,4
64,25,25
65,2,2
66,10,10
67,1,1
68,fist,fist
69,fill,fill
70,Twizzlers,twizzler
71,The,the
72,look,look
73,gives,give
74,walks,walk
75,place,place
76,kid,kid
77,Have,have
78,fun,fun
79,enjoy,enjoy
80,sugar,sugar
81,Possibly,possibl
82,thought,thought
83,poor,poor
84,since,sinc
85,showed,show
86,dollars,dollar
87,vaguely,vagu
88,remember,rememb
89,winning,win
90,lot,lot
91,given,given
92,tour,tour
93,man,man
94,charge,charg
95,giving,give
96,reminded,remind
97,urlLink,urllink
98,Tom,tom
99,Poston,poston
100,Newhart,newhart
101,suit,suit
102,Rod,rod
103,Roddy,roddi
104,would,would
105,wear,wear
106,Well,well
107,worn,worn
108,died,die
109,breast,breast
110,cancer,cancer
111,During,dure
112,passing,pass
113,small,small
114,room,room
115,back,back
116,mirrors,mirror
117,walls,wall
118,rainbow,rainbow
119,motif,motif
120,adorning,adorn
121,ceiling,ceil
122,He,He
123,said,said
124,case,case
125,anyone,anyon
126,felt,felt
127,dancing,danc
128,could,could
129,also,also
130,rented,rent
131,Oddly,oddli
132,enough,enough
133,empty,empti
134,lights,light
135,imagine,imagin
136,rainbows,rainbow
137,house,hous
138,want,want
139,shake,shake
140,groove,groov
141,thang,thang
142,probably,probabl
143,go,go
144,suck,suck
145,popsicle,popsicl
146,eat,eat
147,sausage,sausag
148,Second,second
149,dream,dream
150,gets,get
151,fuzzy,fuzzi
152,bit,bit
153,one,one
154,counter,counter
155,way,way
156,around,around
157,person,person
158,running,run
159,none,none
160,Beth,beth
161,Manoongian,manoongian
162,acquaintance,acquaint
163,school,school
164,This,thi
165,trivia,trivia
166,twist,twist
167,questions,question
168,extremely,extrem
169,difficult,difficult
170,prize,prize
171,answering,answer
172,single,singl
173,question,question
174,runs,run
175,millions,million
176,decide,decid
177,give,give
178,shot,shot
179,hoping,hope
180,help,help
181,little,littl
182,As,As
183,pulls,pull
184,long,long
185,box,box
186,cards,card
187,places,place
188,ledge,ledg
189,face,face
190,front,front
191,phone,phone
192,call,call
193,While,while
194,watching,watch
195,try,tri
196,see,see
197,answer,answer
198,quite,quit
199,make,make
200,It,It
201,looks,look
202,Yeh,yeh
203,backwards,backward
204,something,someth
205,What,what
206,beach,beach
207,Jo,Jo
208,Beach,beach
209,Sort,sort
210,trick,trick
211,already,alreadi
212,hem,hem
213,haw,haw
214,exclaim,exclaim
215,actually,actual
216,Lev,lev
217,sense,sens
218,waking,wake
219,world,world
220,Since,sinc
221,free,free
222,pull,pull
223,another,anoth
224,By,By
225,time,time
226,someone,someon
227,else,els
228,joined,join
229,seemed,seem
230,18,18
231,22,22
232,years,year
233,male,male
234,dark,dark
235,hair,hair
236,frat,frat
237,boy,boy
238,next,next
239,even,even
240,along,along
241,lines,line
242,SomeForeignName,someforeignnam
243,furious,furiou
244,think,think
245,riddle,riddl
246,figure,figur
247,country,countri
248,name,name
249,translation,translat
250,random,random
251,guy,guy
252,looked,look
253,trying,tri
254,woke,woke
255,rent,rent
256,brain,brain
257,studies,studi
258,abnormal,abnorm
