,word,stem
0,I,I
1,never,never
2,played,play
3,original,origin
4,Mechwarrior,mechwarrior
5,loved,love
6,urlLink,urllink
7,sequel,sequel
8,expansion,expans
9,packs,pack
10,third,third
11,installment,instal
12,marred,mar
13,horrendous,horrend
14,control,control
15,4,4
16,though,though
17,put,put
18,M,M
19,great,great
20,previews,preview
21,These,these
22,show,show
23,mechs,mech
24,series,seri
25,Way,way
26,back,back
27,day,day
28,used,use
29,cough,cough
30,roleplay,roleplay
31,would,would
32,mostly,mostli
33,make,make
34,characters,charact
35,Spend,spend
36,3,3
37,hours,hour
38,making,make
39,perfect,perfect
40,character,charact
41,flushing,flush
42,details,detail
43,actually,actual
44,use,use
45,If,If
46,find,find
47,old,old
48,folder,folder
49,scan,scan
50,know,know
51,low,low
