,word,stem
0,urlLink,urllink
1,Godzilla,godzilla
2,Twelve,twelv
3,Step,step
4,Program,program
5,examines,examin
6,bottom,bottom
7,right,right
8,foot,foot
9,looks,look
10,scar,scar
11,stomping,stomp
12,cars,car
13,flat,flat
14,He,He
15,remembers,rememb
16,people,peopl
17,squish,squish
18,toes,toe
19,thinks,think
20,changes,chang
21,channel,channel
22,watches,watch
23,twenty,twenti
24,minutes,minut
25,Mr,Mr
26,Ed,Ed
27,turns,turn
28,TV,TV
29,masturbates,masturb
30,images,imag
31,burning,burn
32,cities,citi
33,squashing,squash
34,flesh,flesh
35,Via,via
36,MemeMachineGo,mememachinego
