,word,stem
0,ham,ham
1,sandwich,sandwich
2,lunch,lunch
3,1,1
4,30,30
5,cereal,cereal
6,breakfast,breakfast
7,thats,that
8,took,took
9,glucophage,glucophag
10,2pm,2pm
11,stiry,stiri
12,fry,fri
13,fresh,fresh
14,green,green
15,beans,bean
16,dinner,dinner
17,yum,yum
18,hamburger,hamburg
19,patty,patti
20,earlier,earlier
21,around,around
22,4pm,4pm
23,cup,cup
24,carb,carb
25,options,option
26,butter,butter
27,pecan,pecan
28,extrodinarily,extrodinarili
29,good,good
30,Its,it
31,2,2
32,hours,hour
33,since,sinc
34,I,I
35,meds,med
36,blood,blood
37,sugars,sugar
38,leveled,level
39,nicely,nice
40,thier,thier
41,glipizid,glipizid
42,take,take
43,gluch,gluch
44,bed,bed
45,ho,ho
46,hum,hum
