,word,stem
0,well,well
1,course,cours
2,blogging,blog
3,honeymoon,honeymoon
4,also,also
5,I,I
6,need,need
7,get,get
8,new,new
9,domain,domain
10,got,got
11,paid,paid
12,today,today
13,weekend,weekend
14,create,creat
15,several,sever
16,blog,blog
17,blogs,blog
18,carb,carb
19,blood,blood
20,counters,counter
21,yahoootie,yahoooti
22,losing,lose
23,weight,weight
24,puppy,puppi
25,really,realli
26,trying,tri
27,keep,keep
28,feel,feel
29,good,good
30,investment,invest
31,living,live
32,like,like
33,lose,lose
34,concern,concern
35,low,low
36,mania,mania
37,ends,end
38,ben,ben
39,jerry,jerri
40,still,still
41,ice,ice
42,cream,cream
43,miltons,milton
44,bread,bread
45,hay,hay
46,yi,yi
47,hope,hope
48,life,life
49,dismal,dismal
50,indeed,inde
51,diet,diet
52,cherry,cherri
53,coke,coke
54,save,save
55,summer,summer
56,little,littl
57,tingly,tingli
58,week,week
59,didnt,didnt
60,dinner,dinner
61,ten,ten
62,last,last
63,night,night
64,stirfry,stirfri
65,veggies,veggi
66,chicken,chicken
67,soda,soda
68,glipizid,glipizid
69,hadnt,hadnt
70,meds,med
71,since,sinc
72,noon,noon
73,think,think
74,high,high
75,midnight,midnight
76,121,121
77,horrible,horribl
78,would,would
79,rather,rather
80,100,100
81,oh,oh
82,im,im
83,place,place
84,viva,viva
85,la,la
86,raza,raza
