,word,lemma
0,urlLink,urllink
1,Gurdjieff,gurdjieff
2,Legacy,legaci
3,Information,inform
4,Fourth,fourth
5,Way,way
6,Humanity,human
7,standstill,standstil
8,straight,straight
9,path,path
10,downfall,downfal
11,degeneration,degener
12,There,there
13,nothing,noth
14,points,point
15,evolution,evolut
16,proceeding,proceed
17,On,On
18,contrary,contrari
19,compare,compar
20,humanity,human
21,man,man
22,quite,quit
23,clearly,clearli
24,see,see
25,growth,growth
26,personality,person
27,cost,cost
28,essence,essenc
29,artificial,artifici
30,unreal,unreal
31,foreign,foreign
32,natural,natur
33,real,real
34,one,one
35,Contemporary,contemporari
36,culture,cultur
37,requires,requir
38,automatons,automaton
39,And,and
40,people,peopl
41,undoubtedly,undoubtedli
42,losing,lose
43,acquired,acquir
44,habits,habit
45,independence,independ
46,turning,turn
47,parts,part
48,machines,machin
49,Man,man
50,becoming,becom
51,willing,will
52,slave,slave
53,He,He
54,longer,longer
55,needs,need
56,chains,chain
57,begins,begin
58,grow,grow
59,fond,fond
60,slavery,slaveri
61,proud,proud
62,terrible,terribl
63,thing,thing
64,happen,happen
