,word,stem
0,Answer,answer
1,using,use
2,lyrics,lyric
3,ONE,one
4,band,band
5,Band,band
6,Bad,bad
7,Religion,religion
8,favorite,favorit
9,anymore,anymor
10,good,good
11,Are,are
12,male,male
13,female,femal
14,boy,boy
15,seems,seem
16,lost,lost
17,joy,joy
18,Describe,describ
19,modern,modern
20,man,man
21,pathetic,pathet
22,example,exampl
23,earth,earth
24,organic,organ
25,heritage,heritag
26,How,how
27,feel,feel
28,His,hi
29,opinions,opinion
30,determined,determin
31,status,statu
32,quo,quo
33,glad,glad
34,gorbachev,gorbachev
35,cause,caus
36,wiggle,wiggl
37,night,night
38,like,like
39,jelly,jelli
40,pot,pot
41,girlfriend,girlfriend
42,boyfriend,boyfriend
43,deep,deep
44,inspiration,inspir
45,warm,warm
46,summer,summer
47,day,day
48,What,what
49,would,would
50,rather,rather
51,every,everi
52,time,time
53,look,look
54,want,want
55,clench,clench
56,fist,fist
57,right,right
58,get,get
59,live,live
60,three,three
61,thousand,thousand
62,miles,mile
63,wilderness,wilder
64,overcome,overcom
65,flow,flow
66,lonely,lone
67,restitution,restitut
68,pavement,pavement
69,pomp,pomp
70,show,show
71,love,love
72,offer,offer
73,eternity,etern
74,Share,share
75,words,word
76,wisdom,wisdom
77,henchman,henchman
78,stand,stand
79,laurels,laurel
80,one,one
81,else,els
82,praise,prais
83,men,men
84,sake,sake
