,word,lemma
0,I,I
1,want,want
2,go,go
3,back,back
4,Amsterdam,amsterdam
5,urlLink,urllink
6,About,about
7,Us,Us
8,Dambusters,dambust
9,Recruitment,recruit
10,Com,com
11,recruits,recruit
12,fluent,fluent
13,English,english
14,Multi,multi
15,lingual,lingual
16,candidates,candid
17,Companies,compani
18,Netherlands,netherland
19,If,If
20,wish,wish
21,start,start
22,continue,continu
23,international,intern
24,career,career
25,surrounding,surround
26,areas,area
27,please,pleas
28,get,get
29,touch,touch
30,Our,our
31,consultants,consult
32,help,help
33,inform,inform
34,current,current
35,positions,posit
36,guide,guid
37,recruitment,recruit
38,process,process
39,With,with
40,5,5
41,years,year
42,experience,experi
43,Selection,select
44,created,creat
45,extensive,extens
46,network,network
47,contacts,contact
48,assist,assist
49,Employers,employ
50,Job,job
51,seekers,seeker
52,alike,alik
53,We,We
54,pride,pride
55,professionalism,profession
56,ability,abil
57,provide,provid
58,speedy,speedi
59,employment,employ
60,solutions,solut
61,whilst,whilst
62,maintaining,maintain
63,high,high
64,standards,standard
