,word,lemma
0,And,and
1,I,I
2,thought,thought
3,acid,acid
4,bad,bad
5,Laura,laura
6,older,older
7,sister,sister
8,Carolyn,carolyn
9,housesitting,housesit
10,catsitting,catsit
11,friends,friend
12,past,past
13,two,two
14,weeks,week
15,15,15
16,days,day
17,supposed,suppos
18,end,end
19,yesterday,yesterday
20,Since,sinc
21,couple,coupl
22,back,back
23,last,last
24,night,night
25,went,went
26,home,home
27,She,she
28,got,got
29,phone,phone
30,call,call
31,around,around
32,11,11
33,PM,PM
34,FIRE,fire
35,MARSHALL,marshal
36,It,It
37,seems,seem
38,dryer,dryer
39,caught,caught
40,fire,fire
41,burned,burn
42,half,half
43,basement,basement
44,They,they
45,found,found
46,cell,cell
47,number,number
48,note,note
49,upstairs,upstair
50,called,call
51,Luckily,luckili
52,caused,caus
53,water,water
54,pipe,pipe
55,rupture,ruptur
56,helping,help
57,quench,quench
58,flames,flame
59,okay,okay
60,cats,cat
61,one,one
62,hurt,hurt
63,More,more
64,luck,luck
65,family,famili
