,word,stem
0,urlLink,urllink
1,Cluetrain,cluetrain
2,Manifesto,manifesto
3,A,A
4,powerful,power
5,global,global
6,conversation,convers
7,begun,begun
8,Through,through
9,Internet,internet
10,people,peopl
11,discovering,discov
12,inventing,invent
13,new,new
14,ways,way
15,share,share
16,relevant,relev
17,knowledge,knowledg
18,blinding,blind
19,speed,speed
20,As,As
21,direct,direct
22,result,result
23,markets,market
24,getting,get
25,smarterand,smarterand
26,smarter,smarter
27,faster,faster
28,companies,compani
29,Gluetrain,gluetrain
30,inter,inter
31,galactic,galact
32,waste,wast
33,time,time
34,work,work
35,download,download
36,naughty,naughti
37,pictures,pictur
38,build,build
39,pipe,pipe
40,bombs,bomb
41,things,thing
42,really,realli
43,weird,weird
44,parking,park
45,lot,lot
46,Grateful,grate
47,Dead,dead
48,concert,concert
