,word,stem
0,I,I
1,watched,watch
2,urlLink,urllink
3,No,No
4,Maps,map
5,For,for
6,These,these
7,Territories,territori
8,night,night
9,great,great
10,documentary,documentari
11,director,director
12,Mark,mark
13,Neale,neal
14,kind,kind
15,enough,enough
16,send,send
17,running,run
18,magazine,magazin
19,perks,perk
20,The,the
21,whole,whole
22,thing,thing
23,consists,consist
24,William,william
25,Gibson,gibson
26,sitting,sit
27,back,back
28,limo,limo
29,musing,muse
30,everything,everyth
31,cyberspace,cyberspac
32,religion,religion
33,full,full
34,review,review
35,Mindjack,mindjack
36,within,within
37,next,next
38,couple,coupl
39,weeks,week
