,word,stem
0,CLUES,clue
1,AND,and
2,ILLUSIONS,illus
3,At,At
4,point,point
5,really,realli
6,matter,matter
7,I,I
8,say,say
9,sound,sound
10,coming,come
11,like,like
12,nothing,noth
13,something,someth
14,maybe,mayb
15,less,less
16,These,these
17,images,imag
18,flash,flash
19,unsure,unsur
20,found,found
21,close,close
22,home,home
23,without,without
24,conscience,conscienc
25,carved,carv
26,honest,honest
27,mistakes,mistak
28,Best,best
29,wait,wait
30,resembling,resembl
31,silence,silenc
32,take,take
33,place,place
34,feeling,feel
35,pointed,point
36,No,No
37,competition,competit
38,worth,worth
39,We,We
40,meaning,mean
41,even,even
42,understand,understand
43,song,song
44,going,go
45,head,head
46,quit,quit
47,singing,sing
48,someone,someon
49,else,els
50,makes,make
51,worse,wors
52,A,A
53,spotlight,spotlight
54,stage,stage
55,behind,behind
56,walls,wall
57,Burn,burn
58,light,light
59,leaving,leav
60,long,long
61,shadow,shadow
62,crevasse,crevass
63,camouflage,camouflag
64,It,It
65,difference,differ
66,Words,word
67,must,must
68,come,come
69,somewhere,somewher
70,targets,target
71,slow,slow
72,To,To
73,know,know
74,oneself,oneself
75,monster,monster
76,angel,angel
77,containing,contain
78,equal,equal
79,parts,part
80,poorly,poorli
81,bargained,bargain
82,balance,balanc
83,Deny,deni
84,Keep,keep
85,hands,hand
86,car,car
87,times,time
88,Rhetoric,rhetor
89,righteousness,righteous
90,shaky,shaki
91,foundation,foundat
92,roughness,rough
93,sand,sand
94,castles,castl
95,What,what
96,could,could
97,known,known
98,Who,who
99,expect,expect
100,forgive,forgiv
101,forget,forget
102,truth,truth
103,much,much
104,comes,come
105,wash,wash
106,said,said
107,helping,help
108,ways,way
109,see,see
