,word,stem
0,urlLink,urllink
1,NPR,npr
2,Democrats,democrat
3,Weigh,weigh
4,In,In
5,War,war
6,Two,two
7,little,littl
8,known,known
9,candidates,candid
10,next,next
11,Democratic,democrat
12,presidential,presidenti
13,nomination,nomin
14,built,built
15,name,name
16,recognition,recognit
17,spring,spring
18,outspoken,outspoken
19,opposition,opposit
20,war,war
21,Iraq,iraq
22,Their,their
23,task,task
24,sustain,sustain
25,momentum,momentum
26,issue,issu
27,recedes,reced
28,Andrea,andrea
29,Seabrook,seabrook
30,reports,report
31,New,new
32,Hampshire,hampshir
